id,name
9917,mixed martial arts (mma)
9714,remake
10553,bouncer
179431,duringcreditsstinger
271585,ufc
325776,baffled
726,drug abuse
585,casino
383,poker
700,italian american
395,gambling
1228,1970s
1812,fbi
1667,pimp
5332,greed
2150,cocaine
2635,overdose
6038,marriage
7336,car bomb
6974,rise and fall
10594,money
10291,organized crime
10391,mafia
11211,jewish american
18034,desert
33424,cynical
187023,safe deposit box
202371,aggressive
208289,1980s
261264,dreary
311315,dramatic
314730,suspenseful
332598,brutal violence
334553,fbi surveillance
4995,aging
4958,injection
11677,secretary
13112,murderer
14760,scientist
14793,wasp
15086,advertising
17973,skin
157264,anti-aging
158276,metamorphosis
167529,ceo
176585,blood sucking
188474,cosmetics
188475,enzyme
188476,women killing women
234299,reverse aging
244157,genetic experiment
256413,advertising campaign
282359,woman employer
318964,youth serum
1299,monster
5301,brother
1583,mass murder
5923,sister
179430,aftercreditsstinger
188717,cross country trip
251619,rural
325825,horrified
974,bank
9910,jesse james
13008,train
18044,railroad
154846,farmer
182599,technicolor
5136,uniform
1679,arbitrary law
5340,investigation
3877,covered investigation
5439,inspector
7002,vigilante
10978,bad cop
9715,superhero
779,martial arts
1568,undercover
697,loss of loved one
1308,secret identity
853,crime fighter
9823,rivalry
10278,ninja
10044,tragic hero
33637,super power
173719,haunted by the past
179095,evil doctor
206694,master villain
206716,unfulfilled love
9716,stand-up comedy
155477,softcore
10084,rescue
782,assassin
1576,technology
2534,missile
3467,warhead
8570,president
14601,explosion
14643,battle
18420,surveillance
191574,cobra
387,california
582,"san francisco, california"
4631,looting
3521,earthquake
6941,tsunami
10617,disaster
14605,helicopter pilot
155888,teenage daughter
158070,seismologist
188351,catastrophe
189411,disaster movie
208368,divorced couple
213896,"san andreas, california"
214465,helicopter crash
218032,mass destruction
222529,rescue operation
224622,tectonic plates
231121,hoover dam
276605,serious
302933,search and rescue
321464,intense
331368,lafd - los angeles fire department
331369,aftershocks
1508,new mexico
11436,redemption
5149,banishment
12653,brother against brother
179101,norse mythology
180547,marvel cinematic universe (mcu)
220372,worlds collide
240145,god of thunder
293198,fantasy
316241,egotistical
4812,plan
3973,insurance salesman
4480,businessman
930,in love with enemy
3925,boredom
3607,hold-up robbery
4617,insurance fraud
10051,heist
14604,theft
33626,millionaire
3242,cannon
1826,space marine
3243,flying saucer
2428,deportation
2173,illegal immigration
2547,new identity
4751,stay permit
3240,giant cockroach
9951,alien
167316,buddy cop
174915,fictional government agency
2884,asylum
3691,forbidden love
7658,"kansas, usa"
10048,unrequited love
18732,sexual repression
187243,stock market crash
207876,1920s
3800,airplane
1721,fight
1437,burglar
1562,hostage
9990,villainess
3562,time bomb
9665,cover-up
11943,mobile
13015,terrorism
14796,destruction
15011,criminal underworld
156082,cat burglar
173272,flood
10224,haunting
33574,childhood home
157213,death of mother
159103,mourning
268478,playground surprise
1436,inventor
3289,villain
10637,food
83,saving the world
2343,magic
1002,authority
4375,transformation
9820,alternate dimension
12380,tournament
17977,underground fighting
41645,based on video game
188955,hand to hand combat
192913,warrior
210911,centaur
219404,action hero
251513,supernatural power
269233,good versus evil
3725,pregnancy
13031,creature
162365,military
380,sibling relationship
1956,world war ii
5774,forest
11663,camp
15182,partisan
4289,secret agent
158431,united kingdom
1701,hero
1852,mutant
4735,pizza
6362,turtle
14926,katana sword
41412,sewer
163074,super villain
224106,series finale
269769,based on tv series
285365,crossover
1415,small town
720,helicopter
2859,lava
1919,mayor
2227,evacuation
5096,natural disaster
2669,motel
3347,volcano
4663,lovers
6281,partnership
7051,volcanology
3623,cabin
158272,seismograph
163398,volcanic eruption
164658,rowboat
208580,acid
211215,county fair
215861,abandoned mine
220844,volcanic ash
314,life and death
3927,rage and hate
741,transplantation
6150,faith
1252,suicide attempt
4129,widow
1591,ex-detainee
1647,sadness
9844,car crash
171366,multiple storylines
1316,captain
9799,romcom
9673,love
14638,american
157897,war bride
3266,jamaica
3667,time
160279,18th century
165369,sailing ship
174543,greenwich london
184418,british sailor
190324,watchmaker
261148,longitude
261149,chronometer
261150,transit of venus
261151,royal society
4580,van
1706,experiment
2766,mutation
161184,reboot
3658,career
233,japan
1411,brothel
2499,heal
2574,lunatic asylum
11004,rural area
11716,clinic
13005,doctor
15106,psychiatrist
174420,intern
186753,jidaigeki
190446,edo period
4410,u.s. navy
5729,maryland
223304,u.s. naval academy
5455,time machine
264598,tv special
6054,friendship
4358,shenanigan
155939,group of friends
18712,based on graphic novel
516,child abuse
1157,husband wife relationship
2872,window
1227,cemetery
1909,coffin
10241,caretaker
14714,summer vacation
15346,old dark house
155733,old house
160059,psychosis
836,resistance
4458,post-apocalyptic future
11322,female protagonist
18101,bow and arrow
18249,game
162484,future war
162845,revolt
165299,class prejudice
207569,human subjugation
246466,based on young adult novel
325772,assertive
325791,defiant
1556,texas
10229,singer
164460,elopement
164468,bustier
164476,fan club
329622,corpus christi
65,holiday
417,corruption
1803,drug addiction
3202,con man
4373,fraud
5636,wall street
10453,con artist
10631,stockbroker
10910,wealthy
14964,drugs
156260,stripping
156277,hedonism
163048,decadence
173971,taunting
199518,corrupt
200234,shocking
228538,sharemarket fraud
230707,desire for fame
234814,financial market
235530,fame-seeking
247861,black monday
320420,hilarious
325780,callous
325800,disrespectful
325845,sarcastic
328926,based on real person
11115,heroism
231493,clash of clans
2652,nazi
5539,shield
10834,super soldier
15060,period drama
41523,"brooklyn, new york city"
242214,origin story
253373,soldiers
273967,war
325781,celebratory
325811,excited
11117,tank
185005,battle of the bulge
185006,fuel depot
10542,based on toy
15285,spin off
210090,lego
325846,sardonic
325857,wry
520,"chicago, illinois"
1889,lake
271,competition
4498,big family
5905,father
10235,family relationships
7269,labor pain
14724,family vacation
33694,family holiday
243186,large family
6270,high school
10266,prom
163933,next door neighbor
1589,sniper
1442,winter
4264,stalingrad
11489,nazi officer
33702,bombing
34079,death
207883,1940s
209473,soviet propaganda
325804,earnest
14768,single mother
15162,dog
33479,single father
4116,heaven
155582,amusement park
207819,accident
272788,strict education
272789,mysteries
272,transylvania
3133,vampire
11155,wolfman
4319,french revolution
193511,scarlet pimpernel
4896,wish
190536,genie
6029,concert
613,new year's eve
212,"london, england"
4379,time travel
8250,victorian england
11239,distant future
10028,steampunk
252123,new year
276455,underground civilization
321482,morlock
325835,melodramatic
333784,h.g. wells
612,hotel
970,parent child relationship
703,detective
1666,mexican standoff
8440,ex-cop
10562,on the run
12352,comic book shop
18021,"detroit, michigan"
33625,illegal prostitution
155539,sicilian
163656,gun violence
183133,aspiring actor
292593,intimate
325784,comforting
325810,euphoric
1991,santa claus
5801,nerd
9995,bell
33678,beard
34154,north pole
41314,trestle
48711,ticket
188735,train travel
1338,bachelor
10911,inheritance
13027,wedding
1009,baby
2411,"new orleans, louisiana"
6876,vacation
6163,arms dealer
9750,bayou
33705,agent
6075,sports
10076,street fighter
181429,lost film
797,showdown
6078,politics
4238,chosen one
9840,romance
9675,prequel
10614,tragedy
11491,cult figure
10629,vision
13194,planet
158449,hatred
160840,dream sequence
160946,expectant mother
161176,space opera
163272,chancel
170390,burn injury
180671,allegorical
186956,tragic romance
199660,fall from grace
237553,graphic
288793,power
2029,iowa
10041,dysfunctional family
9974,obesity
168867,grocery store
207051,mentally handicapped child
534,mexico
5331,village
5616,usa–mexico border
10705,confusion
11931,spoof
166527,western hero
181028,western band
6278,scholarship
1700,massachusetts
10683,coming of age
11704,judaism
10144,anti-semitism
185158,preparatory school
208611,1950s
10093,priest
12564,werewolf
15265,howling
2708,hitman
550,call girl
4426,sadism
3149,gangster
10292,gore
9740,sociopath
9748,revenge
15048,teenage prostitute
15248,commando
155750,fake death
162380,ex soldier
167104,loner
175056,black ops
209525,mysterious past
266013,vigilante justice
14765,church
160224,post world war ii
206210,josip broz tito
221000,balkans
297595,aloysius stepinac
1571,return
14729,shape shifting alien
18011,pregnant woman
160945,expectant father
161534,pregnant wife
162532,shape shifter
163481,cocoon
163484,senior citizen
163491,human form
163497,ice cream sundae
325762,adoring
325809,enthusiastic
1160,egypt
1949,pyramid
5153,son
2904,mummy
2906,nile
156081,tomb
157894,ancient egypt
234743,egyptian tomb
7376,princess
3205,fairy tale
2673,horse
4344,musical
6946,blonde
33787,tower
162219,selfishness
163545,healing power
166726,female villain
175428,adventurer
179411,based on fairy tale
215258,healing gift
234183,animal sidekick
272909,magic land
4037,in vitro fertilisation
11829,infertility
166490,troubled marriage
3070,mercenary
186565,zombie apocalypse
5918,painting
2754,trauma
3358,haunted house
3098,castle
4142,insomnia
4479,bone
5374,poster
33587,child labor
154901,audio recording
155811,spiral staircase
156075,evil
169816,researcher
172801,insomniac
172808,paranormal activity
172812,logbook
172815,strange noise
172816,spook
172822,cherub
444,taxi
1321,gold
642,robbery
6149,police
258,bomb
483,riddle
9856,flashback
10950,shootout
156022,nypd
158022,cargo ship
166519,wild goose chase
177309,simon says
188329,dump truck
189920,"harlem, new york city"
192707,aqueduct
205710,bomb threat
220572,deadly game
226838,federal reserve bank
307495,nyc subway
1196,florida
108,transvestism
4048,musician
3581,witness
3864,fake identity
9758,deception
12090,cross dressing
12999,black and white
15214,buddy
155457,screwball comedy
160395,spats
160396,all girl band
160397,st. valentine's day massacre
160404,valentine's day
160406,dressing
170827,sex comedy
217140,double identity
320205,south florida
6104,computer
33673,apple
282,video game
4563,virtual reality
5420,fisherman
11925,domestic violence
14522,co-workers relationship
15237,alcohol abuse
157799,older woman younger man relationship
174617,fishing boat
226406,isolated island
229663,abusive stepfather
240119,father son relationship
259209,hunting obsession
586,new jersey
824,drag queen
2466,sarcasm
3230,male friendship
4412,grandfather
8613,malibu
8070,stag night
14669,older man younger woman relationship
18008,divorced
33476,widower
160246,childhood friends
163077,military veteran
172971,elderly
225984,bachelor party
10686,battle of the bands
18001,rock band
128,love triangle
3901,rabbi
161207,catholicism
587,"amsterdam, netherlands"
2699,fetish
3248,gigolo
437,painter
1295,europe
10714,serial killer
11722,male prostitution
622,bet
440,missionary
10181,based on play or musical
156866,based on short story
158192,barbershop
165533,craps
165540,fake blindness
165547,fiancé fiancée relationship
165551,carnation
173297,nightclub singer
232626,christian woman
235496,christian missionary
1862,coming out
2570,rock star
4690,moral conflict
4746,record producer
7464,alcoholism
8900,rocker
12396,hollywood
155710,rock musical
165100,young love
174262,music journalism
184956,corrupt mayor
193284,freelance journalist
220782,sunset strip
286529,jukebox musical
322742,church lady
3036,bible
6733,bullying
167982,unlikely friendship
192947,religious film
198168,pre-teen
236626,adult child friendship
273060,christian faith
281237,independent film
596,adultery
1533,isolation
1930,kidnapping
1495,fishing
6178,newfoundland and labrador
10349,survival
40879,drunk
185668,seeing the future
208756,changing history
2393,adoption
10909,lawyer
12545,mansion
15061,docudrama
168196,perfection
181109,mother daughter estrangement
185927,adopted child
240315,mother daughter relationship
262826,ax
300433,controlling parent
2803,affectation
4543,thanksgiving
4501,masseuse
13043,dating
14534,relationship
15160,divorce
18053,divorcee
200918,angry
209022,massage therapist
209792,candid
315053,critical
325761,admiring
325765,amused
325766,antagonistic
325806,empathetic
325807,enchant
325814,familiar
5824,video surveillance
156948,missing child
157168,ice skating
216087,roadside cafe
604,dwarf
1938,sword
2831,slavery
5147,sorcery
166735,crossbow
199814,sorceress
234213,sword and sorcery
2158,maze
2883,imprisonment
6564,terminal illness
10125,mad scientist
12377,zombie
14674,vaccine
15127,killer
18129,labyrinth
18543,combat
40895,illness
180443,cure
204967,runner
213298,universal cure
5657,australia
3713,chase
15291,on the road
155499,convoy
190954,peak oil
212516,dark future
310324,car
325775,awestruck
325785,commanding
1297,predator
6049,praise
204390,cosmos
226177,xenomorph
309974,absurd
4932,farm
3020,sheep
548,countryside
17997,housekeeper
207928,19th century
226974,dorset
252596,victorian era
325767,apathetic
9678,mind control
4776,race against time
6092,army
1617,cadet
11109,military officer
11100,giant monster
4263,duty
4409,military base
5373,damage
5984,dormitory
7939,portal
9685,futuristic
10046,mecha
10891,giant robot
11265,mind reading
14544,robot
15009,criminal
18522,one against many
156783,blizzard
158773,female fighter
161791,kaiju
162487,wisecrack humor
166594,transforming robot
183787,alien monster
188178,teenage hero
213305,mental link
220903,humanoid robot
223604,robot suits
229607,female warrior
230333,aircraft
253652,laser beam
259981,mass evacuation
275682,"mount fuji, japan"
303918,computer hacker
322369,tokyo
325796,disapproving
236,suicide
641,single parent
1490,cleaning lady
5683,family business 
11727,crime scene
11131,biohazard
208235,cleaning service
229524,cleaning
241738,sister sister relationship
3386,space war
9882,space
234342,battlestar starship
234343,battlestar
234345,starfighter
236180,battlestar galactica
343248,tv movie
5970,wrestling
1453,amnesia
90,"paris, france"
10685,escape
107,"barcelona, spain"
3022,passport
3045,mission of murder
14967,foot chase
15156,cell phone
33507,multiple identities
159433,surveillance camera
164713,"hamburg, germany"
185702,langley virginia
290942,bourne
290943,jason bourne
325842,powerful
1873,yuppie
393,civil war
6025,photography
917,journalism
4123,embassy
7348,indonesia
13072,falling in love
156645,jakarta indonesia
208188,"java, indonesia"
226610,jakarta
203878,irish music
242963,irish dance
2041,island
2532,bomber
3575,jerusalem
9713,friends
158591,injury
1307,butler
6389,"frankfurt am main, germany"
13014,orphan
165458,police arrest
165468,governess
178982,companion
206051,goats
221762,snow globe
238043,crippled child
238343,wicked woman
238344,caroling
238346,sleigh ride
238365,alpine cabin
455,farewell
1604,operation
1432,nasa
1007,homesickness
1603,extraterrestrial technology
3246,prosecution
3197,riding a bicycle
3335,halloween
5958,finger
4527,flowerpot
9457,single
325832,joyful
392,england
74,germany
3278,kgb
1201,austria
4948,retirement
730,factory worker
3737,dying and death
894,depression
1382,factory
428,nurse
449,yugoslavia
875,dubrovnik
1327,war crimes
181011,oil platform
227510,hearing impaired
10085,betrayal
10158,alien planet
12553,alien abduction
33773,organ transplant
156767,nuclear threat
208553,wigs
213306,mad professor
225922,humanoids
9807,film noir
1936,blackmail
10225,pageant
12339,slasher
342995,teen scream
2081,department store
2551,pet
2526,human animal relationship
2182,bars and restaurants
2725,sunlight
4013,chain saw
5151,salesperson
5152,midnight
5154,fur
10005,gremlin
6126,banking
10006,ymca
6300,puppet
11691,puppetry
208152,pets
324713,whimsical
9727,thief
12660,blind
15365,held captive
41409,break in
207556,blind man
212425,trapped in a house
616,witch
1412,becoming an adult
351,poison
2013,attempted murder
6513,cartoon
4781,miner
166625,candlelight vigil
169343,evil queen
239200,magic mirror
292588,seven dwarfs
325851,straightforward
327696,dwarves
344998,dwarfs
11870,teen movie
68646,supernatural creature
160184,super strength
185616,imprinting
185628,cross breed
185629,bloodsucker
185632,grudge
185644,chief of police
185653,wolf pack
185655,misinformation
4702,suitcase
12094,business
12095,omaha
33471,downsizing
33472,cross country
68820,videoconferencing
156296,employment termination
170749,business trip
179305,airport lounge
180076,airline
186779,motivational speaker
191018,public speaking
194287,laid off
233305,mature romance
245572,traveler
263612,fired from a job
268525,airport ending
270505,travel packing
320833,travel gift
321969,air travel
321970,frequent flyer
1808,female lover
9016,femme fatale
11528,hallucinogenic drug
34145,beach house
155790,private detective
213815,sedation
222476,search for truth
230960,unfaithful wife
234849,tiki culture
536,israel
5907,palestinian-israeli conflict
220,"berlin, germany"
376,neo-nazism
2072,chauffeur
6441,dead sea
3037,mossad
1013,homophobia
4569,gay club
10293,kibbutz
12993,suicide mission
158718,lgbt
258533,gay theme
1326,infidelity
1523,obsession
3929,hope
9398,"long island, new york"
236369,voiceover
325854,tragic
770,scotland yard
2804,exploitation
9706,anthology
11181,decapitation
10771,wax museum
14780,investigator
40931,witchcraft
177201,evil child
208156,frantic
5809,marriage crisis
292,berlin wall
5083,hysteria
10508,teacher
10303,domestic abuse
14735,motorcycle
17986,miscarriage
18013,separation
41329,mental illness
163129,dual role
171848,marital separation
189921,video nasty
191815,breakdown
237105,downward spiral
312949,impending divorce
323809,depressing
325819,frustrated
1668,hawaii
1741,blindness and impaired vision
727,country music
1416,jazz
2776,bus ride
2495,georgia
4232,melancholy
5626,rags to riches
5707,childhood trauma
5708,gospel
5711,indianapolis
5716,record label
5718,recording studio
14743,pianist
192279,usa history
7347,tarzan
196544,motion capture
378,prison
2792,boxer
5643,prison warden
18128,inmate
193309,police shootout
208042,drug runner
239108,crystal meth
256550,crushed head
266543,maximum security prison
839,planet mars
9782,blindfold
34161,doomsday
50009,survival horror
233153,white water rafting
6057,peace
1577,solidarity
690,gorilla
2051,intelligence
2821,pacifism
5160,animal attack
4090,colony
9720,woods
11477,anthropomorphism
9862,dam
12393,golden gate bridge
14759,ape
14762,orangutan
157972,chimpanzee
158025,medical research
177280,primate
180173,dead horse
188953,sign languages
188957,virus
188959,plague
191600,assassination attempt
217994,murder by gunshot
238194,contagion
246238,guns
256328,2030s
258197,animal human friendship
275266,cgi-live action hybrid
280044,violence against animals
301380,war horse
324886,bitter
325778,bold
326998,horse riding
191093,colorado territory
542,street gang
947,prohibition era
1419,gun
5305,gambling debt
1797,loyalty
1857,irish-american
8442,irish mob
188991,drunkenness
270813,clinical
325770,approving
325805,embarrassed
458,hippie
6987,idealism
9031,idealist
11199,undercover cop
11730,internal affairs
11734,police corruption
15208,biting
163118,social justice
177594,police vigilantism
178895,questioning
209799,whistleblower
284946,cops
288302,fighting the system
316832,tense
322255,sinister
325771,arrogant
325798,disgusted
325808,enraged
325830,informative
184114,teen witch
249692,magic spell
296608,teenager
3365,pearl harbor
9240,battle of midway
161246,pacific theater
221092,aircraft carrier
261315,corgi
5532,boardwalk
187224,seaside town
243959,brother brother relationship
317770,vampires
317771,beach town
325844,ridiculous
326218,gay subtext
922,hotel room
41406,middle ages (476-1453)
155870,polyamory
250941,monterey
2448,freight train
18087,attempted rape
163726,hitchhiking
198914,institution
2957,vietnam war
422,vietnam veteran
904,"pennsylvania, usa"
4119,saigon
10580,russian roulette
33772,deer hunting
164852,steel worker
165431,anti war
188944,revolver
228755,viet cong
239343,romantic triangle
251639,friends love same woman
267139,prisoner of war camp
296780,slavic american
699,love at first sight
188901,quakerism
188922,cattle rustling
188924,outlaw gang
188925,brunette
188933,bar fight
188934,bar brawl
188938,telegraph office
188947,sidekick
196947,hospitality
238424,generosity
3363,hypnosis
5090,fool
13059,prostitution
15049,sex trafficking
182045,albanian
197430,missing daughter
212757,ex special forces
212801,ex-cia agent
235261,abduction
238328,search for daughter
243769,army veteran
931,jealousy
2527,fox
7169,man between two women
11332,farm life
9833,lesbian relationship
11518,sexual tension
155235,animal killing
156104,stranger
193695,visitor
197758,female sexuality
207110,mysterious character
220947,male domination
223198,uninvited guest
245796,seducer
312550,snow fox
1963,expedition
3203,pilot
14728,antarctica
155821,sled dogs
158063,seal (animal)
1815,atomic bomb
1618,radiation
3126,ant
4632,martial law
7035,giant insect
156851,psychiatric ward
174324,ant's nest
187261,general store
214613,entomologist
214997,giant ants
223059,animal horror
227825,storm drain
239356,scientist heroine
262778,southwest desert
262779,state police officer
262781,drunk ward
262782,formic acid
262783,traumatized child
270311,mysterious footprint
270312,cyanide grenade
270314,atomic mutation
270315,ant eggs
2032,pop singer
7312,road trip
6562,celebrity
157303,first love
657,fire
4152,kingdom
10466,knight
12554,dragon
13084,king
295,library
2285,telegram
3451,housewife
11792,incest overtones
10718,fugitive
10809,teenage girl
15167,police detective
18419,privacy
33364,visit
34221,gender roles
157504,brother sister 
160790,wealthy widow
162936,precocious child
165288,misogynist
165508,americana
165913,uncle niece relationship
204025,money in the bank
207431,murder suspect
232743,northern california
274394,conflicting worldviews
330548,bluebeard
6158,cult
4884,infection
14707,brutality
157775,bonfire
160588,ceremony
162745,ritual sacrifice
177964,contract killer
206440,video tape
209568,folk horror
265019,"sheffield, england"
4539,overweight man
5430,police protection
9736,little boy
162755,railroad detective
163114,gunman
174244,brawl
209141,followed
231061,train trip
238339,hard-boiled dame
570,rape
1468,child murder
1262,mountain
2522,grizzly bear
3593,wilderness
10322,native american
9468,liar
6536,fur trapping
9454,frontier
10468,bear
10794,snow
14808,scalping
18165,animals
18330,nature
155573,wild west
158175,bear attack
162722,indian attack
188266,starvation
232116,wolves
279414,ice
2710,fairy
4158,enchantment
15120,kindness
15254,protector
163248,good becoming evil
166484,raven
177895,dark fantasy
186847,retelling
186849,literary adaptation
188993,true love
195719,wings
238790,sleeping spell
243693,dark forest
245230,live action remake
292657,creatures
299591,cursed princess
310063,fairies
5859,paralysis
11612,hospital
263548,short film
3587,media tycoon
3660,art collector
918,newspaper
2110,capitalist
736,journalist
3661,sleigh
3515,banker
2355,american dream
3837,failure
171826,told in flashback
191072,snowglobes
208349,kids
2849,key
1646,autism
10201,death of father
8783,scavenger hunt
11336,young boy
40934,tambourine
40936,lock
161304,9/11
172291,grieving
181318,asperger's syndrome
214463,post 9/11
234125,child protagonist
578,rock 'n' roll
2080,stewardess
1768,"san diego, california"
4044,groupie
4045,music journalist
5540,heavy metal
8181,swimming pool
10505,promiscuity
157722,domineering mother
163976,reconciliation
164246,nostalgic
165402,semi autobiographical
170333,innocence lost
178650,bus trip
180413,aspiring writer
256330,mischievous
327617,"cleveland, ohio"
10364,mission
1462,samurai
4978,immortality
10491,swordsman
14546,massacre
18098,samurai sword
18100,seppuku
18103,code of honor
155198,ronin
158228,kimono
233290,harakiri
312229,bakumatsu
3799,ship
3588,navy
331,tattoo
339,submarine
4931,pig
248,date
1486,flirt
6610,naval officer
6895,philippines
207239,army nurse
2157,hacker
15363,bank robbery
156121,ex-con
159384,wire
159401,misdirection
1953,vault
11454,scam
12639,brutal death
14636,india
157444,dismemberment
175360,crypt keeper
236458,magician
8045,bratva (russian mafia)
3271,secret organization
18115,retired
4004,cultural revolution
18068,teenage boy
33683,"beijing, china"
486,himalaya mountain range
6167,engagement
10329,wealth
41351,will
41592,monastery
164754,bohemian
6271,boarding school
1477,world cup
5938,mermaid
3884,school of witchcraft
4252,black magic
10873,school
162846,ghost
177912,wizard
197582,mysterious
2389,virgin
2858,sacrifice
1430,self sacrifice
2642,solar eclipse
3873,sorcerer's apprentice
4257,amulet
4258,lottery
4260,brood
10864,human sacrifice
10821,sorcerer
186189,hidden identity
233023,landslide
252571,6th century
971,rwanda
972,refugee
973,refugee camp
1550,militia
8053,rwandan genocide
10089,slaughter
10877,dead body
11872,atrocity
13069,african
14624,cruelty
14900,genocide
15053,united nations
232076,desperate
244530,malicious
294348,factual
325817,foreboding
325839,ominous
1849,homicide
769,falsely accused
1632,opium
14783,false accusations
303565,hdd
325856,vibrant
155744,newspaper man
156661,threat
159468,millennium
796,police brutality
2800,psychology
4668,police operation
11268,psychologist
13001,cowardliness
3182,seduction
3616,college
7476,older woman seduces younger guy
171206,graduate
171219,rape accusation
323989,mother seduces daughter's fiancee
325829,inflammatory
334,flying
2350,"seattle, washington"
5086,telekinesis
10216,outcast
9957,loneliness
163053,found footage
207691,abuse
336990,超能失控
12332,apocalypse
253695,christian film
478,china
6112,firearm
5891,backpacker
9935,travel
174638,siberia
186450,"moscow, russia"
191915,trans-siberian railway
10941,disappearance
12565,psychological thriller
12570,whodunit
34136,blunt
156091,missing person
157701,psychotic
169962,search party
191199,criminal lawyer
201125,detached
222665,missing wife
225012,satirical
225353,perspective
237460,manipulative woman
259376,playful
273123,killed during sex
276775,irreverent
1612,spacecraft
4003,botanist
6511,alone
10160,engineering
9743,stranded
14626,astronaut
15354,struggle for survival
209280,deep space
239329,potatoes
320895,mars
2546,mask
526,rebel
579,american football
2920,cheerleader
5248,female friendship
168930,quarterback
173186,teenage pregnancy
201164,squad
1992,professor
4224,singapore
14988,east asian lead
237462,wealthy family
280028,asian american
254,france
3024,richard the lionheart
11510,unfaithfulness
11869,mistress
18096,spear
157096,homoeroticism
220707,12th century
242003,eleanor of aquitaine
5901,texas ranger
3529,renegade
155841,gambler
1472,starship
3010,intolerance
3078,war strategy
4627,earth
5561,child prodigy
14909,alien invasion
15325,universe
171803,military school
207444,morality tale
262672,boy group
277168,starships
325787,complicated
325799,disheartening
2036,greek mythology
180909,golden fleece
185343,"based on myths, legends or folklore"
187301,hercules
187303,argonaut
187305,peplum
2857,elephant
10787,jungle
290083,dr. seuss
306193,who
318533,cartoon elephant
1209,wales
11514,social satire
156764,pre-code
172658,isolated house
179423,stormy night
238842,creepy house
239256,mute servant
254097,social prejudice
1787,"helsinki, finland"
732,coma
1005,karaoke
197940,stray dog
233488,deadpan comedy
252606,russian invasion of ukraine (2022)
274951,movie theater
304250,working class people
305161,romantic dramedy
321210,dry humor
643,horse race
3525,racehorse
154867,jockey
190883,horse trainer
190884,seabiscuit
312,man vs machine
1001,underground world
3223,machine town
780,kung fu
1566,dreams
663,fortune teller
1530,temple
2812,computer virus
6256,truth
490,philosophy
1373,killer robot
1552,subway
1670,sun
3219,precognition
3222,super computer
3225,ying yang
212737,philosophical
221385,gnosticism
291153,grand
5895,vikings (norsemen)
8653,niagara falls
175644,phantom zone
179102,superhuman strength
418,white russian
420,bowling
1337,carpet
1541,nihilism
1786,heart attack
5498,lsd
10776,marijuana
155291,cowboy
160846,ashes
163045,impregnation
167556,bowling team
198673,unemployed
200646,bowling ball
219881,weeds
10163,cancer
183896,neighbor neighbor relationship
264965,narcissistic mother
588,"rome, italy"
1396,colosseum
131,italy
629,"sicily, italy"
3801,space travel
10121,stop motion
162636,venus the planet
181239,scientific expedition
191132,space exploration
210614,monster movie
237590,extraterrestrial animal
237591,spaceship crash
237592,woman medical student
237593,lone survivor
9812,honor
10726,gang
15076,cat and mouse
18023,criminal mastermind
159434,one last job
192261,bank job
214983,crime epic
2580,shipwreck
2005,tree house
12988,pirate
209317,swiss family robinson
2689,dementia
